Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount
"The mysteries of Osiris;: Or, Ancient Egyptian initiation. Setting forth the symbolism, mythology, legends, and parables beginning with the outer ... throughout the ages, including the present",,['Reuben Swinburne Clymer'],http://books.google.com/books/content?id=HVgIAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.nl/books?id=HVgIAQAAIAAJ&q=The+mysteries+of+Osiris%3B:+Or,+Ancient+Egyptian+initiation.+Setting+forth+the+symbolism,+mythology,+legends,+and+parables+beginning+with+the+outer+...+throughout+the+ages,+including+the+present&dq=The+mysteries+of+Osiris%3B:+Or,+Ancient+Egyptian+initiation.+Setting+forth+the+symbolism,+mythology,+legends,+and+parables+beginning+with+the+outer+...+throughout+the+ages,+including+the+present&hl=&cd=1&source=gbs_api",,1951,"http://books.google.nl/books?id=HVgIAQAAIAAJ&dq=The+mysteries+of+Osiris%3B:+Or,+Ancient+Egyptian+initiation.+Setting+forth+the+symbolism,+mythology,+legends,+and+parables+beginning+with+the+outer+...+throughout+the+ages,+including+the+present&hl=&source=gbs_api",['Occultism'],
Star Commandos: Jungle Assault,,['P. M. Griffin'],,http://books.google.nl/books?id=HUrsAAAACAAJ&dq=Star+Commandos:+Jungle+Assault&hl=&cd=1&source=gbs_api,,1991,http://books.google.nl/books?id=HUrsAAAACAAJ&dq=Star+Commandos:+Jungle+Assault&hl=&source=gbs_api,['Fiction'],
Under the Shadow of the Swastika: The Moral Dilemmas of Resistance and Collaboration in Hitler's Europe,"This book is a study in the ethics of war. It is the only work which focuses on the moral dilemmas of resistance and collaboration in Nazi-occupied Europe, including a detailed examination of Jewish resistance. It presents a comprehensive guide to the harrowing ethical choices that confronted people in response to the German doctrine of collective responsibility: reprisal killings and hostage-taking. Also included: discussion of violations of the Laws of War (especially torture) by the resistance.",['R. Bennett'],http://books.google.com/books/content?id=3Zt9DAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=3Zt9DAAAQBAJ&printsec=frontcover&dq=Under+the+Shadow+of+the+Swastika:+The+Moral+Dilemmas+of+Resistance+and+Collaboration+in+Hitler%27s+Europe&hl=&cd=1&source=gbs_api,Springer,1999-05-28,https://play.google.com/store/books/details?id=3Zt9DAAAQBAJ&source=gbs_api,['History'],
John Lennon: The New York Years,"Published to coincide with the 35th anniversary of John Lennon's death and the 75th anniversary of his birth, this is an intimate album of photographs, most never published before, of Lennon in his last decade. A musical genius, an innovator, a peace activist--John Lennon was all these and more, and he continues to be revered years after his shocking murder in New York elevated him to mythic stature. Bob Gruen first photographed Lennon in 1971 and became his personal photographer and close friend shortly thereafter. Over the course of the next nine years, Gruen would photograph him extensively. This book assembles the most revealing of those images, taken during Lennon's treasured years in New York, together with Gruen's reflections on the circumstances surrounding the photos, including John's relationship with Yoko, how he dealt with fame, and his experiences with fatherhood. The result is a remarkable behind-the-scenes look at John Lennon as a performer, a legend, and a person.",['Bob Gruen'],http://books.google.com/books/content?id=vJlhrgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=vJlhrgEACAAJ&dq=John+Lennon:+The+New+York+Years&hl=&cd=1&source=gbs_api,Harry N. Abrams,2015-10-13,http://books.google.nl/books?id=vJlhrgEACAAJ&dq=John+Lennon:+The+New+York+Years&hl=&source=gbs_api,['Music'],
"Now One Foot, Now the Other","This touching story about a young boy coping with his grandfather's disability has long been one of Tomie dePaola's most popular picture books. Now, for the first time, it is available in a larger format, full-color edition—perfect for family sharing. Readers of all ages will love to watch Grandpa Bob teach Bobby to walk, and how Bobby returns the favor when Bob has a stroke, all in beautifully rich full color.",['Tomie dePaola'],http://books.google.com/books/content?id=CaWybZOdTYkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=CaWybZOdTYkC&pg=PT4&dq=Now+One+Foot,+Now+the+Other&hl=&cd=1&source=gbs_api",Penguin,2005-05-19,https://play.google.com/store/books/details?id=CaWybZOdTYkC&source=gbs_api,['Juvenile Fiction'],12.0
On the Bus with Rosa Parks: Poems,"A dazzling new collection by the former Poet Laureate of the United States. In these brilliant poems, Rita Dove treats us to a panoply of human endeavor, shot through with the electrifying jazz of her lyric elegance. From the opening sequence, ""Cameos"", to the civil rights struggle of the final sequence, she explores the intersection of individual fate and history.",['Rita Dove'],http://books.google.com/books/content?id=uusKBgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=uusKBgAAQBAJ&printsec=frontcover&dq=On+the+Bus+with+Rosa+Parks:+Poems&hl=&cd=1&source=gbs_api,W. W. Norton & Company,2000-04-17,https://play.google.com/store/books/details?id=uusKBgAAQBAJ&source=gbs_api,['Poetry'],
An Instrument of Revival,,['Brynmor Pierce Jones'],http://books.google.com/books/content?id=dO6iAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=dO6iAAAACAAJ&dq=An+Instrument+of+Revival&hl=&cd=1&source=gbs_api,Bridge Logos Pub,1995,http://books.google.nl/books?id=dO6iAAAACAAJ&dq=An+Instrument+of+Revival&hl=&source=gbs_api,['Religion'],
Managerial Statistics,This book emphasises problem solving and teaches students how to systematically solve business problems. Its comprehensive coverage and integrated computer examples and instructions provides enough material for a two-semester course.,['Gerald Keller'],http://books.google.com/books/content?id=bzvdGkFOZWUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=bzvdGkFOZWUC&printsec=frontcover&dq=Managerial+Statistics&hl=&cd=1&source=gbs_api,,2008-04-11,http://books.google.nl/books?id=bzvdGkFOZWUC&dq=Managerial+Statistics&hl=&source=gbs_api,['Commercial statistics'],1.0
Tantra In Tibet (Wisdom of Tibet Series),"Tantra in Tibet is the first volume in The Great Exposition of Secret Mantra series in which the Dalai Lama offers illuminating commentary on Tsongkhapa’s seminal text on Buddhist tantra. It is followed by Volume II: Deity Yoga and Volume III: Yoga Tantra. This revised work describes the differences between the Mahayana and Hinayana streams in the sutra tradition, and between the sutra tradition and that of tantra generally. It includes highly practical and compassionate explanations from H.H. the Dalai Lama on tantra for spiritual development; the first part of the classic Great Exposition of Secret Mantra text; and a supplement by Jeffrey Hopkins on the meaning of emptiness, transformation, and the purpose of the four classes of tantra.","['The Dalai Lama', 'Tsongkhapa']",http://books.google.com/books/content?id=w1imDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=w1imDQAAQBAJ&printsec=frontcover&dq=Tantra+In+Tibet+(Wisdom+of+Tibet+Series)&hl=&cd=1&source=gbs_api,Shambhala Publications,2016-12-27,https://play.google.com/store/books/details?id=w1imDQAAQBAJ&source=gbs_api,['Religion'],
The Snow Baby (Weekly Reader Books),"Read Along or Enhanced eBook: A brother and sister play outside after a big snowfall and find a little lost animal. Beautifully re-illustrated with a fresh and appealing look, these Beginning-to-Read books foster independent reading and comprehension. Using high frequency words and repetition, readers gain confidence while enjoying stories about everyday life and adventures. Educators' resources include reading reinforcement activities and a word list in the back. Activities focus on foundational, language and reading skills. Sections include phonological awareness, phonics, fluency, vocabulary, and reading comprehension. Teachers’ notes available on website.",['Margaret Hillert'],http://books.google.com/books/content?id=6oVDDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=6oVDDwAAQBAJ&pg=PA28&dq=The+Snow+Baby+(Weekly+Reader+Books)&hl=&cd=1&source=gbs_api,"Triangle Interactive, Inc. ",2017-12-13,https://play.google.com/store/books/details?id=6oVDDwAAQBAJ&source=gbs_api,['Juvenile Fiction'],
The Mighty Men of the 381st: Heroes All- A Chaplain's Inside Story of the Men of the 381st. Bomber Group,,['James Good Brown'],http://books.google.com/books/content?id=GoXxAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=GoXxAAAAMAAJ&q=The+Mighty+Men+of+the+381st:+Heroes+All-+A+Chaplain%27s+Inside+Story+of+the+Men+of+the+381st.+Bomber+Group&dq=The+Mighty+Men+of+the+381st:+Heroes+All-+A+Chaplain%27s+Inside+Story+of+the+Men+of+the+381st.+Bomber+Group&hl=&cd=1&source=gbs_api,,1994,http://books.google.nl/books?id=GoXxAAAAMAAJ&dq=The+Mighty+Men+of+the+381st:+Heroes+All-+A+Chaplain%27s+Inside+Story+of+the+Men+of+the+381st.+Bomber+Group&hl=&source=gbs_api,['Military chaplains'],
"The Oracles and the Jewels (The Academy, Vol. 1)",,,http://books.google.com/books/content?id=aONHAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=aONHAQAAMAAJ&pg=PA162&dq=The+Oracles+and+the+Jewels+(The+Academy,+Vol.+1)&hl=&cd=1&source=gbs_api",,1881,https://play.google.com/store/books/details?id=aONHAQAAMAAJ&source=gbs_api,['Research'],
Jane's MIG-29: At the Controls (Jane's at the Controls),"The last and most capable of the Soviet interceptors, the MiG-29 closed the technological gap between Soviet and NATO fast jets. After the unification of Germany, the Luftwaffe retained both squadrons of former East German MiG-29s, so our voices from the cockpit include veteran German pilots as well as Russians.",['Jon Lake'],http://books.google.com/books/content?id=R_MCAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=R_MCAAAACAAJ&dq=Jane%27s+MIG-29:+At+the+Controls+(Jane%27s+at+the+Controls)&hl=&cd=1&source=gbs_api,Collins,1998-02,http://books.google.nl/books?id=R_MCAAAACAAJ&dq=Jane%27s+MIG-29:+At+the+Controls+(Jane%27s+at+the+Controls)&hl=&source=gbs_api,['Technology & Engineering'],
Life is an Attitude: A Tragedy Turns to Triumph,"In this updated edition of ""Life Is an Attitude, "" readers will be drawn to Heagy's frank, fresh narrative and be moved to examine their own faith and what it means to truly trust the Lord.",['Ron Heagy'],http://books.google.com/books/content?id=qSCS1ll3sOEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=qSCS1ll3sOEC&q=Life+is+an+Attitude:+A+Tragedy+Turns+to+Triumph&dq=Life+is+an+Attitude:+A+Tragedy+Turns+to+Triumph&hl=&cd=1&source=gbs_api,Multnomah Pub,1997-07,http://books.google.nl/books?id=qSCS1ll3sOEC&dq=Life+is+an+Attitude:+A+Tragedy+Turns+to+Triumph&hl=&source=gbs_api,['Religion'],
Grown-Up Fast,"The first edition of Growing Up Fast attempted to counter the stereotype of poor, minority adolescent mothers and describe the diversity of their educational, work, parenting, and relationship experiences. The volume followed a strengths-based approach to understanding why some mothers appeared resilient to the stresses of early parenting, compared to their peers, and what obstacles undermine resiliency for some of these young women. We hear their stories in their own words. We also see how many disadvantaged mothers go on to succeed in school, work, and parenting while avoiding many of the risk associated with teen parenting . The research is based on a six-year study of 120 young disadvantaged mothers and their children from New York City. It uniquely combines the analysis of longitudinal questionnaire data with qualitative analysis of extensive interviews conducted with these women focusing on the first six years after their child was born. A past winner of the Society for Research on Adolescence best book award, Growing Up Fast is a fascinating study of human resilience that will continue to be recognized for its contribution to individuals involved in program development and policymaking with teenage parenting. A new introductory chapter to the book suggests that we can look at the previous findings through a new lens that emphasizes not only the diversity of outcomes for young mothers and the sources of their strengths, but also asks what we can learn from these women about supporting their educational and work goals, as they transition to adulthood. New attention to emerging adulthood shows that this is a critical stage of life when the foundations for health and healthy life styles are laid down. Developmental tasks of this phase include building the capacity for financial and residential independence through post-secondary education and job training, and establishing stable sources of support from parents, romantic partners, and peers for all youth. Leadbeater addresses the societal changes that make these tasks particularly salient for young women and focuses attention on how we can support youth who make this transition with children.",['Bonnie J. Ross Leadbeater'],http://books.google.com/books/content?id=mnv8AgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=mnv8AgAAQBAJ&pg=PA211&dq=Grown-Up+Fast&hl=&cd=1&source=gbs_api,Psychology Press,2014-03-05,https://play.google.com/store/books/details?id=mnv8AgAAQBAJ&source=gbs_api,['Psychology'],1.0
Godshome,"Arthur Fenn is an ordinary young professor with an esoteric specialty, Comparative Mythology. He is in financial trouble and suddenly finds himself in possession of a magical spell that allows him access to the realm of the gods. He may be a professor, but he's got no common sense--so when he goes there, he makes the mistake of inviting a con-man god and his companions back to Earth. What develops is a fantastic mess full of rich opportunities for humor, satire, and surprise. Arthur's mistake unbalances his own life, life on Earth, and the lives of the gods in their realm...and universal darkness threatens to cover all. Chaos spreads on a greater and greater scale until all creation is threatened. It's a good thing that Arthur is able to find the courage and self-confidence to save the day, even if the universe has to die and be reborn. At the Publisher's request, this title is being sold without Digital Rights Management Software (DRM) applied.",['Robert Sheckley'],http://books.google.com/books/content?id=E_z5s8kcTCcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=E_z5s8kcTCcC&pg=PT48&dq=Godshome&hl=&cd=1&source=gbs_api,Tor Books,2000-01-01,https://play.google.com/store/books/details?id=E_z5s8kcTCcC&source=gbs_api,['Fiction'],
"Greek and Roman mythology,","This captivating classroom supplement includes reproducible activities to develop higher-level thinking skills through mythological stories, maps, charts, and worksheets. Topics covered include mythology, geography, history, creative writing, and more! Students will love learning about these fascinating tales! --Mark Twain Media Publishing Company specializes in providing captivating, supplemental books and decorative resources to complement middle- and upper-grade classrooms. Designed by leading educators, the product line covers a range of subjects including mathematics, sciences, language arts, social studies, history, government, fine arts, and character. Mark Twain Media also provides innovative classroom solutions for bulletin boards and interactive whiteboards. Since 1977, Mark Twain Media has remained a reliable source for a wide variety of engaging classroom resources. -",['Frank Edgar'],http://books.google.com/books/content?id=WXfTvX4SJ_AC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=WXfTvX4SJ_AC&printsec=frontcover&dq=Greek+and+Roman+mythology,&hl=&cd=1&source=gbs_api",Mark Twain Media,1994-03-01,"http://books.google.nl/books?id=WXfTvX4SJ_AC&dq=Greek+and+Roman+mythology,&hl=&source=gbs_api",['Juvenile Nonfiction'],
