Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount
I Still Love You Daddy!: What Children Say They Need from Their Dads After Divorce,,['Alexis Alexander'],http://books.google.com/books/content?id=GOMKAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=GOMKAAAACAAJ&dq=I+Still+Love+You+Daddy!:+What+Children+Say+They+Need+from+Their+Dads+After+Divorce&hl=&cd=1&source=gbs_api,,2003-01-01,http://books.google.nl/books?id=GOMKAAAACAAJ&dq=I+Still+Love+You+Daddy!:+What+Children+Say+They+Need+from+Their+Dads+After+Divorce&hl=&source=gbs_api,['Family & Relationships'],
Activity-Based Costing and Activity-Based Management for Health Care,"This book applies activity-based costing and activity-based management techniques to health care in a very practical guide that offers health care administrators and students 'hands-on' forms, worksheets, report formats, examples of activity-based costing and activity-based management planning and information, and actual case studies.",['Judith J. Baker'],http://books.google.com/books/content?id=83xbATY6ix8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=83xbATY6ix8C&printsec=frontcover&dq=Activity-Based+Costing+and+Activity-Based+Management+for+Health+Care&hl=&cd=1&source=gbs_api,Jones & Bartlett Learning,1998,http://books.google.nl/books?id=83xbATY6ix8C&dq=Activity-Based+Costing+and+Activity-Based+Management+for+Health+Care&hl=&source=gbs_api,['Medical'],1.0
The Endless Sky,,['E. Marie Boyle'],,http://books.google.nl/books?id=P-yDGQAACAAJ&dq=The+Endless+Sky&hl=&cd=1&source=gbs_api,,1961,http://books.google.nl/books?id=P-yDGQAACAAJ&dq=The+Endless+Sky&hl=&source=gbs_api,['Astronomy'],
Agnelli: Fiat and the Network of Italian Power,"A probing look at the life of one of Italy's most powerful figures describes the many provinces of Gianni Agnelli, including the Fiat industry, several major Italian newspapers, and major stock.",['Alan Friedman'],,http://books.google.nl/books?id=J6SGQgAACAAJ&dq=Agnelli:+Fiat+and+the+Network+of+Italian+Power&hl=&cd=1&source=gbs_api,New Amer Library,1989,http://books.google.nl/books?id=J6SGQgAACAAJ&dq=Agnelli:+Fiat+and+the+Network+of+Italian+Power&hl=&source=gbs_api,['Business & Economics'],
The Face of the Deep,"This is a groundbreaking, highly original work of postmodern feminist theology from one of the most important authors in the field. The Face of the Deep deconstructs the Christian doctrine of creation which claims that a transcendent Lord unilaterally created the universe out of nothing. Catherine Keller's impassioned, graceful meditation develops an alternative representation of the cosmic creative process, drawing upon Hebrew myths of creation, from chaos, and engaging with the political and the mystical, the literary and the scientific, the sexual and the racial. As a landmark work of immense significance for Jewish and Christian theology, gender studies, literature, philosophy and ecology, The Face of the Deep takes our originary story to a new horizon, rewriting the starting point for Western spiritual discourse.",['Catherine Keller'],http://books.google.com/books/content?id=2OhRyyFBd1sC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=2OhRyyFBd1sC&printsec=frontcover&dq=The+Face+of+the+Deep&hl=&cd=1&source=gbs_api,Routledge,2003-12-16,https://play.google.com/store/books/details?id=2OhRyyFBd1sC&source=gbs_api,['Religion'],1.0
Astronomy of the Milky Way: Part 1: Observer's Guide to the Northern Sky (Patrick Moore's Practical Astronomy Series) (Pt.1),,,http://books.google.com/books/content?id=nsXfAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=nsXfAAAAMAAJ&q=Astronomy+of+the+Milky+Way:+Part+1:+Observer%27s+Guide+to+the+Northern+Sky+(Patrick+Moore%27s+Practical+Astronomy+Series)+(Pt.1)&dq=Astronomy+of+the+Milky+Way:+Part+1:+Observer%27s+Guide+to+the+Northern+Sky+(Patrick+Moore%27s+Practical+Astronomy+Series)+(Pt.1)&hl=&cd=1&source=gbs_api,,2004,http://books.google.nl/books?id=nsXfAAAAMAAJ&dq=Astronomy+of+the+Milky+Way:+Part+1:+Observer%27s+Guide+to+the+Northern+Sky+(Patrick+Moore%27s+Practical+Astronomy+Series)+(Pt.1)&hl=&source=gbs_api,['American literature'],
Tomorrow We Reap,,"['James Howell Street', 'Childers, James']",,http://books.google.nl/books?id=b_CAOwAACAAJ&dq=Tomorrow+We+Reap&hl=&cd=1&source=gbs_api,Pocket Books of Canada,1953,http://books.google.nl/books?id=b_CAOwAACAAJ&dq=Tomorrow+We+Reap&hl=&source=gbs_api,,
"The Overview Effect: Space Exploration and Human Evolution, Second Edition (Library of Flight)","Using interviews with and writings by astronauts and cosmonauts, discusses how viewing the Earth from space and from the moon affect space explorers' perceptions of the world and humanity, and how those changes are likewise felt in contemporary society. The author views space exploration and eventual colonization as an inevitable step in the evolution of human society and consciousness, one which offers new perspectives on the problems facing us down here on Earth. Annotation copyrighted by Book News, Inc., Portland, OR",['Frank White'],http://books.google.com/books/content?id=koJTAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.nl/books?id=koJTAAAAMAAJ&q=The+Overview+Effect:+Space+Exploration+and+Human+Evolution,+Second+Edition+(Library+of+Flight)&dq=The+Overview+Effect:+Space+Exploration+and+Human+Evolution,+Second+Edition+(Library+of+Flight)&hl=&cd=1&source=gbs_api",AIAA (American Institute of Aeronautics & Astronautics),1998,"http://books.google.nl/books?id=koJTAAAAMAAJ&dq=The+Overview+Effect:+Space+Exploration+and+Human+Evolution,+Second+Edition+(Library+of+Flight)&hl=&source=gbs_api",['Technology & Engineering'],
Sacred Sounds: Magic & Healing Through Words & Music,"""Sacred Sounds"" reveals to today's seekers how to tap into the magical and healing aspects of voice, resonance and music that, on a metaphysical level, have been used to induce altered states of consciousness, open new levels of awareness, stimulate intuition and increase creativity.",['Ted Andrews'],http://books.google.com/books/content?id=J00LaT6twZEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=J00LaT6twZEC&printsec=frontcover&dq=Sacred+Sounds:+Magic&hl=&cd=1&source=gbs_api,Llewellyn Worldwide,1992,http://books.google.nl/books?id=J00LaT6twZEC&dq=Sacred+Sounds:+Magic&hl=&source=gbs_api,['Health & Fitness'],
"The hound of death and other stories,","An Agatha Christie short story from the collection The Golden Ball and Other Stories. A young Englishman visiting Cornwall finds himself delving into the legend of a Belgian nun who is living as a refugee in the village. Possessed of supernatural powers, she is said to have caused her entire convent to explode when it was occupied by invading German soldiers during World War I. Sister Angelique was the only survivor. Could such a tall tale possibly be true?",['Agatha Christie'],http://books.google.com/books/content?id=3cQeOsqP7FAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.nl/books?id=3cQeOsqP7FAC&dq=The+hound+of+death+and+other+stories,&hl=&cd=1&source=gbs_api",Harper Collins,2013-09-03,"http://books.google.nl/books?id=3cQeOsqP7FAC&dq=The+hound+of+death+and+other+stories,&hl=&source=gbs_api",['Fiction'],
Pop-Up Oxford-Hachette French Dictionary,,,,http://books.google.nl/books?id=JUcgOgAACAAJ&dq=Pop-Up+Oxford-Hachette+French+Dictionary&hl=&cd=1&source=gbs_api,,2005,http://books.google.nl/books?id=JUcgOgAACAAJ&dq=Pop-Up+Oxford-Hachette+French+Dictionary&hl=&source=gbs_api,['English language'],
How to Construct Furniture,"Describes how to make joints and assemble doors, drawers, and other elements, and provides plans for specific furniture projects","['William H. Hylton', 'Bill Hylton']",http://books.google.com/books/content?id=5LsEAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=5LsEAAAACAAJ&dq=How+to+Construct+Furniture&hl=&cd=1&source=gbs_api,Readers Digest,1998-05-01,http://books.google.nl/books?id=5LsEAAAACAAJ&dq=How+to+Construct+Furniture&hl=&source=gbs_api,['House & Home'],
Zero,"Tijdens haar onderzoek naar de dood van een tiener komt journaliste Cynthia Bonasant terecht op Freemee, een online platform met miljoenen gebruikers. Freemee analyseert de data van gebruikers en geeft ze adviezen voor een beter en succesvoller leven. Er is maar één iemand die wijst op de gevaren van Freemee: ZERO, de meestgezochte online activist ter wereld. Wanneer Cynthia ontdekt dat ZERO gelijk heeft en dat Freemee de verzamelde data gebruikt om vrijwel onbeperkte macht te verkrijgen, wordt ze het doelwit van deze machtige en meedogenloze organisatie. En in een wereld waarin camera’s, databrillen en smartphones exact vastleggen waar je bent, is ontsnappen onmogelijk...",['Marc Elsberg'],http://books.google.com/books/content?id=ThMPAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=ThMPAwAAQBAJ&pg=PT95&dq=Zero&hl=&cd=1&source=gbs_api,Boekerij,2014-09-19,http://books.google.nl/books?id=ThMPAwAAQBAJ&dq=Zero&hl=&source=gbs_api,['Fiction'],
"Jesus, Son, and Savior: A Catechesis on the Creed: Vol 2","Contained in THE WISDOM OF JOHN PAUL II are essential excerpts from papal encyclicals, sermons, addresses, and other statements, both formal and occasional, from throughout his Holiness's papacy. They discuss, matters of faith and conscience, and range from the problems of Contemporary Spirituality and Morality to Progress in the Modern World and Human Rights - all informed by the profound wisdom and deep understanding of a man who devoted his life to God and His peoples.",['John Paul'],http://books.google.com/books/content?id=qj33HdnRzsMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=qj33HdnRzsMC&pg=PT252&dq=Jesus,+Son,+and+Savior:+A+Catechesis+on+the+Creed:+Vol+2&hl=&cd=1&source=gbs_api",eBookIt.com,2013-02-01,https://play.google.com/store/books/details?id=qj33HdnRzsMC&source=gbs_api,['Religion'],
Children and TRAUMA - A Guide for Parents & Professionals,"Childhood traumas range widely in their severity and impact. A car accident, an earthquake or flood, being attacked by a dog, undergoing a frightening medical treatment?all are distinctly different events yet all provoke common symptoms of psychological trauma. These symptoms may include fearfulness, nightmares, and dramatic behavioral or personality changes. And parental anxiety over changes in a child can, in turn, complicate the healing process. Children and Trauma teaches parents and professionals about the effects of such ordeals on children and offers a blueprint for restoring a child's sense of safety and balance. Cynthia Monahon, a child psychologist who specializes in the treatment of psychological trauma, offers hope and reassurance for parents. She suggests straightforward ways to help kids through tough times, and also describes in detail the warning signs that indicate a child needs professional help. Monahon helps adults understand psychological trauma from a child's point of view and explores the ways both parents and professionals can help children heal.",['Cynthia Monahon'],http://books.google.com/books/content?id=OIpHAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=OIpHAAAAMAAJ&q=Children+and+TRAUMA+-+A+Guide+for+Parents&dq=Children+and+TRAUMA+-+A+Guide+for+Parents&hl=&cd=1&source=gbs_api,Jossey-Bass,1997-08,http://books.google.nl/books?id=OIpHAAAAMAAJ&dq=Children+and+TRAUMA+-+A+Guide+for+Parents&hl=&source=gbs_api,['Psychology'],
Lady of the Knife,,['Janet Miller'],,http://books.google.nl/books?id=UFmtAAAACAAJ&dq=Lady+of+the+Knife&hl=&cd=1&source=gbs_api,Zumaya Publications,2002-06-01,http://books.google.nl/books?id=UFmtAAAACAAJ&dq=Lady+of+the+Knife&hl=&source=gbs_api,['Fiction'],
Fast Ride With The Top Down,"The Advocate is a lesbian, gay, bisexual, transgender (LGBT) monthly newsmagazine. Established in 1967, it is the oldest continuing LGBT publication in the United States.",,http://books.google.com/books/content?id=hWMEAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=hWMEAAAAMBAJ&pg=PT67&dq=Fast+Ride+With+The+Top+Down&hl=&cd=1&source=gbs_api,,1996-06-25,http://books.google.nl/books?id=hWMEAAAAMBAJ&dq=Fast+Ride+With+The+Top+Down&hl=&source=gbs_api,,
Elizabeth & Leicester (Phoenix Press),"A magnificent tribute to the life and reign of Queen Elizabeth II, Britain's longest reigning monarch, and a celebration of the British royal family. Queen Elizabeth II and the Royal Family is a stunning visual guide to the Queen, taking you from her childhood all the way up to the celebrations surrounding Elizabeth II's 90th birthday. Telling the story of the House of Windsor with exclusive photos, including events such as the royal wedding of Prince William and Kate Middleton, and profiles on key people such as Princess Diana and Prince Harry, right up to the births of Prince George and Princess Charlotte and the Queen's 90th birthday, this is the complete guide to the world's most famous royal family. Includes the complete history of the kings and queens of England and Scotland, tracing the line of succession to the throne, this is the perfect book for anyone who loves the Queen and royal family, or is interested in the history of the British monarchy. Previous edition ISBN 9780241270363",['DK'],http://books.google.com/books/content?id=i3QNDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=i3QNDQAAQBAJ&printsec=frontcover&dq=Elizabeth&hl=&cd=1&source=gbs_api,Dorling Kindersley Ltd,2016-10-03,http://books.google.nl/books?id=i3QNDQAAQBAJ&dq=Elizabeth&hl=&source=gbs_api,['Biography & Autobiography'],
"Outbound: Finding a Man, Sailing an Ocean (Living Out: Gay and Lesbian Autobiographies, Joan Larkin and David Bergman, Series Editors)","Outbound is the story of two voyages: an Atlantic crossing in the 33-foot cutter Clarity , bound for Scotland; and the hard voyage of self-discovery that finally brought Bill Storandt to his life partner. Storandt’s account of the adventure he had carefully planned with longtime partner Brian Forsyth and their friend Bob soon turns into a white-knuckled sailing tale, as they encounter a fierce storm four hundred miles from the Irish coast that tests their courage and all their sailing skills. The sea story, vividly evoking life in a small boat on a big ocean, is interwoven with Storandt’s flashbacks to his earlier life. Outbound delivers its share of excitement, but it’s also a moving reflection on how circuitous our paths can be, even when the destination is clear and beckoning.",['William Storandt'],http://books.google.com/books/content?id=szl1CVzEw2gC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=szl1CVzEw2gC&pg=PA170&dq=Outbound:+Finding+a+Man,+Sailing+an+Ocean+(Living+Out:+Gay+and+Lesbian+Autobiographies,+Joan+Larkin+and+David+Bergman,+Series+Editors)&hl=&cd=1&source=gbs_api",Univ of Wisconsin Press,2001-07-03,https://play.google.com/store/books/details?id=szl1CVzEw2gC&source=gbs_api,['Biography & Autobiography'],1.0
A Risk Worth Taking,"De dot-com-zeepbel is gebarsten en Dan Porter is een van de slachtoffers. Hij raakt zijn baan kwijt, kijkt thuis eens goed om zich heen en stelt vast dat hij vervreemd is van zijn vrouw en kinderen. Dan dient zich een nieuwe kans aan: een bedrijf in Schotland. Porter verhuist, alleen vergezeld van zijn zoon Josh. Schrijver Robin Pilcher ontwortelt zijn personages, dropt hen in een nieuwe omgeving, met onverwachte ontmoetingen en vriendschappen. Een ander klimaat is een meeslepende roman over de momenten in het leven waarop je alles anders gaat bekijken. Een vlotte roman over de grote thema’s. Robin Pilcher (1950, zoon van Rosamunde Pilcher, schrijfster van romantische boeken) begon pas op zijn 50ste te schrijven. Daarvoor was hij onder andere songwriter, fotograaf, boer, tenniscoach en cowboy. Hij is eigenaar geweest van een postorderbedrijf, heeft een website opgezet om schrijvers en lezers van korte verhalen samen te brengen (Shortbread), en denkt momenteel na over een Pilcher Foundation of Creative Writing. Robin Pilcher is, kortom, een woelwater, en dat is te merken aan zijn boeken.",['Robin Pilcher'],http://books.google.com/books/content?id=8WZFEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=8WZFEAAAQBAJ&printsec=frontcover&dq=A+Risk+Worth+Taking&hl=&cd=1&source=gbs_api,Lindhardt og Ringhof,2021-10-12,https://play.google.com/store/books/details?id=8WZFEAAAQBAJ&source=gbs_api,['Fiction'],
LAX: Los Angeles International Airport,"Growth on the flatlands along the western extents of Imperial Highway in the 1920s was once measured in beans, barley, and jackrabbits. After 2000, the site that became Los Angeles International Airport would be measured by the more than 60 million passengers and nearly two million tons of cargo passing through it each year. One of the world's busiest airports grew out of Mines Field and expanded quickly in the 1930s with the exploits of Charles Lindbergh and Amelia Earhart, Howard Hughes and Will Rogers, Curtiss and Martin, and Boeing and Lockheed. After World War II, this large portion of coastal Los Angeles between El Segundo and Marina del Rey became the main airport for Greater Los Angeles. With the advent of the jet age in the town of the jet set, LAX became a nexus of international travel and a symbol of sophistication as the ""Gateway to the World,"" a cutting-edge center for the overlapping spheres of aviation, business, politics, and entertainment.","['William A. Schoneberger', 'Ethel Pattison', 'Lee Nichols', 'Flight Path Learning Center of Southern California']",http://books.google.com/books/content?id=38YHabG2GVEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=38YHabG2GVEC&printsec=frontcover&dq=LAX:+Los+Angeles+International+Airport&hl=&cd=1&source=gbs_api,Arcadia Publishing,2009,http://books.google.nl/books?id=38YHabG2GVEC&dq=LAX:+Los+Angeles+International+Airport&hl=&source=gbs_api,['History'],
Virgins Of Death,"The peaceful town of Kathgodam is in panic following the mysterious deaths of a few students in the local school. No one seems to know if these are murders or suicides. Inspectors Shamsher and Farooq are on the case, but this is no ordinary case.",['Redhya'],http://books.google.com/books/content?id=qbY9DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=qbY9DwAAQBAJ&printsec=frontcover&dq=Virgins+Of+Death&hl=&cd=1&source=gbs_api,Redhya,2017-11-09,https://play.google.com/store/books/details?id=qbY9DwAAQBAJ&source=gbs_api,['Fiction'],
Learn SQL in Three Days (With CD-ROM),"Learn Microsoft SQL Server 2000 in Three Days is an introductory guide designed for first-time users of SQL Server 2000. Database expert Josi Ramalho thoroughly discusses the fundamentals of this relational database, including its architecture and key components, in a modular format that is ideal for SQL Server beginners. Among the topics covered are creating databases, tables, indexes, views, database diagrams, and triggers; using SQL commands; replicating databases with both merge and transactional replication; creating packages with Data Transformation Services; backing up and restoring your database; and simplifying administrative tasks with SQL Server's graphics tools such as Query Analyzer and Profiler.The companion CD-ROM contains Microsoft SQL Server 2000 120-day Enterprise Evaluation Edition.Josi A. Ramalho has 18 years of publishing and consulting experience in the computer industry and has written more than 80 books published in Portuguese, English, Spanish, and Chinese. He is the best-selling computer book author in Brazil and a columnist for the Brazilian newspaper Folha de Sco Paulo. His titles for Wordware include Learn SQL in Three Days, Learn Microsoft SQL Server 2000 and Learn Oracle 8i.","['Jos ̌A. Ramalho', 'José A. Ramalho']",http://books.google.com/books/content?id=GQRTOAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=GQRTOAAACAAJ&dq=Learn+SQL+in+Three+Days+(With+CD-ROM)&hl=&cd=1&source=gbs_api,Wordware Computer Books,2001-01,http://books.google.nl/books?id=GQRTOAAACAAJ&dq=Learn+SQL+in+Three+Days+(With+CD-ROM)&hl=&source=gbs_api,['Client/server computing'],
Y E S Yoko Ono,Explores the pioneering & influential avant-garde artist's prolific 40-year career & accompanies the first major museum retrospective of her work that will travel internationally.,['Bruce Altshuler'],http://books.google.com/books/content?id=DQEhnwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=DQEhnwEACAAJ&dq=Y+E+S+Yoko+Ono&hl=&cd=1&source=gbs_api,Harry N Abrams Incorporated,2000-10-01,http://books.google.nl/books?id=DQEhnwEACAAJ&dq=Y+E+S+Yoko+Ono&hl=&source=gbs_api,['Art'],
Born to Lose: Memoirs of a Compulsive Gambler,Born to Lose,['Bill Lee'],http://books.google.com/books/content?id=pRDfwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=pRDfwAEACAAJ&dq=Born+to+Lose:+Memoirs+of+a+Compulsive+Gambler&hl=&cd=1&source=gbs_api,Hazelden Publishing & Educational Services,2005,http://books.google.nl/books?id=pRDfwAEACAAJ&dq=Born+to+Lose:+Memoirs+of+a+Compulsive+Gambler&hl=&source=gbs_api,['Biography & Autobiography'],
How Holocausts Happen: The United States in Central America,"""History repeats itself, but it never repeats itself exactly,"" observes Douglas Porpora in this powerful indictment of U.S. intervention in Central America. Comparing the general public’s reaction to the Holocaust in Nazi Germany with American public opinion of U.S. participation in the genocidal policies of Nicaraguan counter-revolutionary forces, and the governments of Guatemala and El Salvador among others, Porpora demonstrates that moral indifference to the suffering of others was the common response. With reference to Hannah Arendt’s thesis of the banality of evil, he develops the concept of a ""Holocaust-like event"" and examines how even a democratic society can be capable of something on the order of a Holocaust. Unlike other accounts of the Holocaust and genocide, this book focuses on the citizenry served or ruled by genocidal governments rather than on the governments themselves. Porpora argues that moral indifference and lack of interest in critical reflection are key factors that enable Holocaust-like events to happen And he characterizes American society as being typically indifferent to the fate of other people, uninformed, and anti-intellectual. Porpora cites numerous horrifying examples of U.S.-backed Latin American government actions against their own peasants, Indians, and dissident factions. He offers finally a theory of public moral indifference and argues that although such indifference is socially created by government, the media, churches, and other institutions, we, the public, must ultimately take responsibility for it. How Holocausts Happen is at once a scholarly examination of the nature of genocide and a stinging indictment of American society.",['Douglas Porpora'],http://books.google.com/books/content?id=O8xaVnlyndYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=O8xaVnlyndYC&printsec=frontcover&dq=How+Holocausts+Happen:+The+United+States+in+Central+America&hl=&cd=1&source=gbs_api,Temple University Press,1992-02-24,http://books.google.nl/books?id=O8xaVnlyndYC&dq=How+Holocausts+Happen:+The+United+States+in+Central+America&hl=&source=gbs_api,['History'],1.0
Lessons in Mastery,"33 Life Mastery Lessons & Free Morning Routine Prepare yourself for a motivational experience that will have you ready to start immediately. Simply reading this book will be enough to make you understand why you need to change and how to begin but that is not where your journey ends. This is only the first step. Every journey truly starts with that one step. Inside each of us is someone just waiting for the moment to break free of all that binds us. Tony Robbins shows you how to turn the key that opens the door to your future. His teachings and the ""unstoppable you"" philosophy he embraces are contagious. His energy alone will make you want to get up and do something, to take some sort of action. As you read through this short ebook, you will start to realize some of what you are missing out on and begin to question the methods you have been using to guide your life. You will ask yourself why you haven't done this before. You will come to see so much was inside you but you just never knew it was there. Your world will begin to change right before your eyes. Neighbors, friends, and family will see the new you. They will be inspired and want to learn your secrets. You will find new ways to achieve all you're your dreams. When you look back at your former self you will wonder how and why you wasted so much time uncovering the winner within. Tony Robbins hold seminars and has a team of experts in the fields of psychology and motivation to assist him in inspiring you to achieve all you want in your life. He coaches individuals on a one-on-one basis in addition to the seminars for thousands at once. No one person is too big or too small for Robbins. His clients have ranged from former US Presidents to business leaders to professional athletes.You need this book. Preview Of Things You Will Learn.... Who is Tony Robbins? Learn 33 of his most important life lessons Get and understanding of how to start your day with a ten-minute routine Learn the Tony Robbins RPM method Learn how to set life goals Learn how every day you can get one step closer to your life goals You too can do what they have done. You can be that guy or gal who has it together. The one who accomplishes all the tasks they intend to in a day or a week. You can set life goals and meet them if you learn the discipline Tony teaches and practice it every day. Make his rules part of your life, make it a way of life. Don't sit back any longer getting frustrated because you did not get enough done today. Don't wonder when your ship will come in, make it come in. You don't have to struggle with the never-ending pursuit of the next paycheck if you make your plan and stick to that plan. Take action now only $2.99 to change your life!!",['Daniel Jackson'],http://books.google.com/books/content?id=RIBMMQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=RIBMMQAACAAJ&dq=Lessons+in+Mastery&hl=&cd=1&source=gbs_api,Createspace Independent Publishing Platform,2017-01-17,http://books.google.nl/books?id=RIBMMQAACAAJ&dq=Lessons+in+Mastery&hl=&source=gbs_api,,
The People's Chronology: A Year-By-Year Record of Human Events from Prehistory to the Present (A Henry Holt Reference Book),"An extensive, information-rich historical reference, first published in 1979, and revised, expanded, and updated through 1991. In some 35,000 cross-referenced, chronological entries, it tracks major events in 30 different categories of human endeavor, each category identified by a distinctive graphic symbol in the margin. Includes a peppering of some 190 small bandw illustrations and a 110-page index. Annotation copyrighted by Book News, Inc., Portland, OR",['James Trager'],,http://books.google.nl/books?id=71s6AAAAMAAJ&dq=The+People%27s+Chronology:+A+Year-By-Year+Record+of+Human+Events+from+Prehistory+to+the+Present+(A+Henry+Holt+Reference+Book)&hl=&cd=1&source=gbs_api,Henry Holt,1992,http://books.google.nl/books?id=71s6AAAAMAAJ&dq=The+People%27s+Chronology:+A+Year-By-Year+Record+of+Human+Events+from+Prehistory+to+the+Present+(A+Henry+Holt+Reference+Book)&hl=&source=gbs_api,"['Chronology, Historical']",
Turning The Tables: An Alex Peres Mystery (Alex Peres Mysteries),"Toen Het leven een gebruiksaanwijzing – door Italo Calvino geroemd als ‘de laatste grote gebeurtenis in de geschiedenis van de roman’ – in 1978 verscheen werd het direct bekroond met de Prix Médicis. En in 1995, het jaar waarin de Nederlandse vertaling voor het eerst verscheen, werd het door de verzamelde Vlaamse en Nederlandse kritiek uitgeroepen tot het beste boek van dat jaar. De roman is een magistraal literair vlechtwerk van de bizarre levensverhalen van bewoners in een groot oud flatgebouw in Parijs. Excentrieke miljonairs, croupiers, moordenaars, necrofiele schilders, televisieproducenten, danseressen, kamermeisjes en coureurs passeren de revue. Maar hoe uitzonderlijk die personages ook mogen zijn, het is de banale, nooit ondervraagde, alledaagse werkelijkheid die Perec op minutieuze wijze beschrijft en onder de loep neemt, en die deze roman zo bijzonder maakt. Dit is een boek van wanhoop, liefde en verraad, een ‘wonderbaarlijk compleet boek’ dat een heel nieuw beeld van de wereld geeft en geschreven is door een auteur die vaak in één adem genoemd wordt met literaire grootheden als Joyce, Nabokov en Borges.",['Georges Perec'],http://books.google.com/books/content?id=9O8mDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=9O8mDwAAQBAJ&pg=PP1&dq=Turning+The+Tables:+An+Alex+Peres+Mystery+(Alex+Peres+Mysteries)&hl=&cd=1&source=gbs_api,Singel Uitgeverijen,2017-06-08,https://play.google.com/store/books/details?id=9O8mDwAAQBAJ&source=gbs_api,['Fiction'],
Buccaneer,"""The illustrations are fresh and comical and send a clear message about the importance of reading."" —School Library Journal Step aboard, buccaneers and book lovers! On the Salty Carrot sails a wild, rowdy band of Buccaneer Bunnies, led by Barnacle Black Ear, the baddest bunny brute of all time. His son, Henry, would rather read books than shout ""Shiver me timbers!"" or make prisoners walk the plank, even if it means swabbing the decks as punishment. But when a crashing, thrashing, bashing wildcat of a storm threatens them all, will Henry and his landlubbin’ library save the day?",['Carolyn Crimi'],http://books.google.com/books/content?id=P70qEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=P70qEAAAQBAJ&printsec=frontcover&dq=Buccaneer&hl=&cd=1&source=gbs_api,Candlewick Press,2021-05-04,https://play.google.com/store/books/details?id=P70qEAAAQBAJ&source=gbs_api,['Juvenile Fiction'],
Sea Change: The Summer Voyage from East to West Scotland of the Anassa,"""Mairi Hadderwick, one of Scotland's ... artists and authors, embarks on a six-week summer voyage with the Captain in an antiquated 26-foot long yacht, the Anassa. The voyage through the Caledonian Canal takes them to the fjords of the west: Lock Linnhe, Etive, Ailort, Moidart, Nevis and Leven. Filled with frank and fresh observations on life, sand and seascape, and augmented with her own drawings and watercolours, this is also an account of a personal journey.""--Back cover.",['Mairi Hedderwick'],http://books.google.com/books/content?id=GTXZpwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=GTXZpwAACAAJ&dq=Sea+Change:+The+Summer+Voyage+from+East+to+West+Scotland+of+the+Anassa&hl=&cd=1&source=gbs_api,Birlinn Limited,2012-05-17,http://books.google.nl/books?id=GTXZpwAACAAJ&dq=Sea+Change:+The+Summer+Voyage+from+East+to+West+Scotland+of+the+Anassa&hl=&source=gbs_api,['Sports & Recreation'],
